LAT,LON,grid_df_id,area_km,is_land
-53.75,61.25,2112,45690.980314488654,False
-53.75,63.75,2113,45690.98031448842,False
-53.75,66.25,2114,45690.98031448842,False
-53.75,68.75,2115,45690.98031448842,False
-53.75,71.25,2116,45690.980314488654,False
-53.75,73.75,2117,45690.98031448842,True
-53.75,76.25,2118,45690.98031448842,False
-53.75,78.75,2119,45690.98031448842,False
-53.75,81.25,2120,45690.98031448842,False
-53.75,83.75,2121,45690.980314488654,False
-53.75,86.25,2122,45690.98031448842,False
-53.75,88.75,2123,45690.98031448842,False
-53.75,91.25,2124,45690.98031448842,False
-53.75,93.75,2125,45690.980314488654,False
-53.75,96.25,2126,45690.98031448842,False
-53.75,98.75,2127,45690.98031448842,False
-53.75,101.25,2128,45690.98031448842,False
-53.75,103.75,2129,45690.980314488654,False
-53.75,106.25,2130,45690.98031448842,False
-53.75,108.75,2131,45690.98031448842,False
-53.75,111.25,2132,45690.98031448842,False
-53.75,113.75,2133,45690.98031448842,False
-53.75,116.25,2134,45690.98031448842,False
-53.75,118.75,2135,45690.98031448842,False
-53.75,121.25,2136,45690.98031448889,False
-53.75,123.75,2137,45690.98031448842,False
-53.75,126.25,2138,45690.98031448842,False
-53.75,128.75,2139,45690.98031448842,False
-53.75,131.25,2140,45690.98031448842,False
-53.75,133.75,2141,45690.98031448842,False
-53.75,136.25,2142,45690.98031448842,False
-53.75,138.75,2143,45690.98031448842,False
-53.75,141.25,2144,45690.98031448842,False
-53.75,143.75,2145,45690.98031448889,False
-53.75,146.25,2146,45690.98031448842,False
-53.75,148.75,2147,45690.98031448842,False
-53.75,151.25,2148,45690.98031448842,False
-53.75,153.75,2149,45690.98031448842,False
-53.75,156.25,2150,45690.98031448842,False
-53.75,158.75,2151,45690.98031448842,False
-53.75,161.25,2152,45690.98031448842,False
-53.75,163.75,2153,45690.98031448842,False
-53.75,166.25,2154,45690.98031448889,False
-53.75,168.75,2155,45690.98031448842,False
-53.75,171.25,2156,45690.98031448842,False
-53.75,173.75,2157,45690.98031448842,False
-53.75,176.25,2158,45690.98031448842,False
-53.75,178.75,2159,45690.98031448842,False
-51.25,-178.75,2160,48365.61880071541,False
-51.25,-176.25,2161,48365.61880071541,False
-51.25,-173.75,2162,48365.61880071541,False
-51.25,-171.25,2163,48365.61880071591,False
-51.25,-168.75,2164,48365.61880071541,False
-51.25,-166.25,2165,48365.61880071541,False
-51.25,-163.75,2166,48365.61880071541,False
-51.25,-161.25,2167,48365.61880071541,False
-51.25,-158.75,2168,48365.61880071541,False
-51.25,-156.25,2169,48365.61880071541,False
-51.25,-153.75,2170,48365.61880071541,False
-51.25,-151.25,2171,48365.61880071591,False
-51.25,-148.75,2172,48365.61880071541,False
-51.25,-146.25,2173,48365.61880071541,False
-51.25,-143.75,2174,48365.61880071541,False
-51.25,-141.25,2175,48365.61880071541,False
-51.25,-138.75,2176,48365.61880071541,False
-51.25,-136.25,2177,48365.61880071541,False
-51.25,-133.75,2178,48365.61880071541,False
-51.25,-131.25,2179,48365.61880071541,False
-51.25,-128.75,2180,48365.61880071541,False
-51.25,-126.25,2181,48365.61880071541,False
-51.25,-123.75,2182,48365.61880071541,False
-51.25,-121.25,2183,48365.61880071541,False
-51.25,-118.75,2184,48365.61880071541,False
-51.25,-116.25,2185,48365.6188007164,False
-51.25,-113.75,2186,48365.61880071541,False
-51.25,-111.25,2187,48365.61880071541,False
-51.25,-108.75,2188,48365.61880071541,False
